time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,vx,vy,vz,wx,wy,wz
1700.02,0.006749512219254551,-1.5675495401553174,-1.5589837332254572,-1.570000000020991,-0.0067495122094647616,-2.937612902101059e-13,0.18601955112412957,0.06753576060197168,0.3048622060918411,1.775639036575693e-11,-0.1860195511311571,2.7045959652497722e-12,0.00978704179647629,0.02920120295538056,0.06617566221180061,-0.0973075945929866,-0.19509320905857952,0.097075405872833
1700.07,0.018751623959039187,-1.5631920855746628,-1.5393237380548899,-1.5700000000211032,-0.018751623949201178,-3.1464295751265657e-13,0.27017453013094755,0.09808884215274072,0.4424721239796721,2.0580499964276654e-11,-0.27017453013908027,3.1071745450563827e-12,0.019074348043854467,0.06676827002654784,0.15152637935650595,-0.21846733652313582,-0.4490258010464875,0.21799926495255606
1700.12,0.033855343189634415,-1.5577085696756143,-1.514592005511477,-1.5700000000207912,-0.03385534317991658,-2.718954067403308e-13,0.31986720368423877,0.1161301312769497,0.5237294043907468,1.836764837177384e-11,-0.3198672036915045,2.729585363346696e-12,0.018111312987836123,0.08743439184995663,0.19789717197971526,-0.2780699029679707,-0.5910939781353367,0.27777748281446407
1700.17,0.05079053062746152,-1.5515601258286924,-1.486865462766863,-1.5700000000203667,-0.05079053061790945,-2.139591683428094e-13,0.34921023049045424,0.12678333209153475,0.5717110158992323,1.4934200306526008e-11,-0.34921023049638267,2.145527414857285e-12,0.011188571163919622,0.09932622825341078,0.22469449890247764,-0.3055849951047527,-0.678186893087904,0.3060862707057484
1700.22,0.06880718172696686,-1.5450190486778423,-1.4573705145465934,-1.5700000000199497,-0.06880718171757913,-1.6018870020546616e-13,0.3665369943890967,0.13307394064031625,0.6000436776780499,1.1791401568258392e-11,-0.3665369943938182,1.5874560441663486e-12,0.0008749191514819862,0.10566941061220643,0.2396769084938692,-0.31387210205028127,-0.732578271114011,0.31593151750566073
1700.27,0.0874624263040505,-1.5382461254873625,-1.4268313405770334,-1.5700000000195755,-0.08746242629481293,-1.1663608073516002e-13,0.37676827520351147,0.13678848208218483,0.6167738311313729,9.434953930327963e-12,-0.37676827520734085,1.1318648502587096e-12,-0.011194958635847485,0.10838993920952976,0.2474447911395935,-0.31065562622906173,-0.7673601449261003,0.31510381283631306
1700.32,0.10645951703597395,-1.5313490925464042,-1.3957332425428013,-1.5700000000192504,-0.10645951702686915,-8.53781413610222e-14,0.38320126540852295,0.13912402629640044,0.6272937171990978,7.366926567473758e-12,-0.38320126541157,7.037267768300257e-13,-0.023996750880687822,0.10843256602519427,0.25021709158947636,-0.29989537331688826,-0.7886339708178749,0.30756244751436623
1700.37,0.12572893831933038,-1.5243531880039698,-1.364189743841604,-1.5700000000189356,-0.12572893831035717,-6.049974581714057e-14,0.38660836059771886,0.14036099716127254,0.6328647069680432,7.0599004073357285e-12,-0.38660836060070164,5.488358045487897e-13,-0.037184195182644,0.1072683806167389,0.2513782908918571,-0.2863342662056799,-0.8065570327298106,0.2981082126605564
1700.42,0.14512393116226915,-1.517311693787038,-1.3324409212985857,-1.5700000000186338,-0.14512393115342495,-4.3045993133821934e-14,0.38862021623593485,0.1410914160871777,0.6361543207164692,6.673527832776194e-12,-0.38862021623880993,3.7146132524090714e-13,-0.05024604003428563,0.10444139485016853,0.24983374404214648,-0.2690608694548969,-0.8173389059719006,0.2857593623759255
1700.47,0.16459307275542523,-1.5102432793232115,-1.3005708570802101,-1.5700000000183303,-0.16459307274671306,-3.088193234599983e-14,0.38980819687173496,0.14152272115877437,0.6380968047388241,6.6654065621930825e-12,-0.38980819687465174,2.520581264325514e-13,-0.06307566927301908,0.10059638649797799,0.2470149663545,-0.25001943834222934,-0.82526286410541,0.2724718938277817
1700.52,0.18407745654883406,-1.5031693310669356,-1.268675922311338,-1.5700000000180219,-0.18407745654025798,-2.3599598064501564e-14,0.39082681972694694,0.1418925396476613,0.6397629493113661,7.001475625396242e-12,-0.39082681973003974,1.8736867526264467e-13,-0.07543830923311878,0.09574800598204973,0.24285988797685282,-0.2293579648568796,-0.8298744350360157,0.25833390356732383
1700.57,0.2035926875918637,-1.4960841834907308,-1.2367305396363324,-1.5700000000176924,-0.20359268758343418,-1.8536408098467738e-14,0.39150269536410226,0.14213792124833974,0.6408685615932518,6.871225539505782e-12,-0.3915026953671643,4.1346835894309764e-14,-0.08751959237696971,0.09035351613661259,0.23843425918597708,-0.20821517213222002,-0.8346342405147661,0.2445685234003809
1700.63,0.2270479422845474,-1.4875685814684503,-1.1983355862184843,-1.5700000000172574,-0.2270479422763117,-1.360761779885165e-14,0.39190288567265597,0.14228321327131715,0.6415231384673304,7.517099518804943e-12,-0.3919028856760167,5.965985084427361e-15,-0.1003434153739543,0.0836818418958755,0.2329534991465791,-0.18413761258239816,-0.838992711547496,0.22952600256344569
1700.69,0.2504943854208656,-1.4790561785462442,-1.1599550783926802,-1.5700000000167877,-0.2504943854128398,-1.0920744248053106e-14,0.39240098216304753,0.14246405085080405,0.6423382219199356,8.290260622087486e-12,-0.3924009821667543,-3.030941383291852e-15,-0.11346179501249418,0.0754388679584644,0.22580743689718888,-0.15662029014091386,-0.8408759909273602,0.2129233996827566
1700.74,0.2701028705449568,-1.4719371743928125,-1.1278571009298946,-1.5700000000163468,-0.2701028705371283,-6.2123533714330055e-15,0.39204070134404156,0.14233324826077914,0.641748336561308,9.38483335098314e-12,-0.3920407013482217,6.705045047829261e-14,-0.1253771816023771,0.06751891419094304,0.21965769620980952,-0.13128165927711646,-0.845379912479337,0.19892842270526517
1700.79,0.2896980771952094,-1.4648229910865638,-1.0957808642229119,-1.5700000000158825,-0.2896980771875879,-3.0535156509570515e-15,0.3918279591232023,0.14225601063936177,0.6414000151558104,9.939763367852045e-12,-0.3918279591276193,4.9001167706785864e-14,-0.13510337218579935,0.0594687978930036,0.21262547685595676,-0.10706214123054376,-0.8450181487109227,0.18555671273401517
1700.84,0.30928544303944533,-1.4577116544423645,-1.0637174652148138,-1.5700000000153922,-0.30928544303204153,-6.848638810074192e-16,0.3917023369692168,0.14221040259638826,0.6411943348492688,1.0522756982173781e-11,-0.3917023369738774,4.032353877886363e-14,-0.14424381491561575,0.05100322324727572,0.20525946901838416,-0.08247204411157191,-0.8441480572562786,0.17258266480575582
1700.89,0.32886817896613546,-1.4506019987236338,-1.0316616467395192,-1.5700000000148746,-0.32886817895896125,1.2967871547489932e-15,0.3916281583435125,0.1421834715031951,0.6410728826852622,1.1105054809751325e-11,-0.3916281583484073,3.669842749999541e-14,-0.15276096757974914,0.042147202119427345,0.19754234077945598,-0.05751276485326596,-0.8426418464412821,0.15998988708436723
1700.94,0.3484129440650837,-1.4435061285920379,-0.9996679852910441,-1.570000000014339,-0.3484129440581452,1.3835004789870492e-15,0.3919758778038098,0.1423097136002777,0.6416420641523292,1.1170246476920054e-11,-0.3919758778087048,-5.020940260780371e-14,-0.16029325621042845,0.032877055780122434,0.18910051469694367,-0.03216384152178101,-0.8387384041425877,0.1474941585676407
1700.99,0.3680057615854201,-1.4363928126768626,-0.967595665349298,-1.5700000000137622,-0.36800576157873455,4.1083177312433245e-15,0.3917896814709327,0.14224211365825815,0.6413372623621842,1.22503851680833e-11,-0.3917896814762855,4.4058506842858947e-14,-0.16792423478958993,0.023434413242965853,0.18121333171838222,-0.006617642694621453,-0.8381065140620708,0.13608222392744726
1701.04,0.3875917166723313,-1.4292819882183962,-0.9355345791518619,-1.570000000013163,-0.3875917166659069,6.2977857391809495e-15,0.39167973439831577,0.14220219656847993,0.6411572799530842,1.2738029923388405e-11,-0.391679734403849,3.894877042415201e-14,-0.17434257654445764,0.013603267752109897,0.17238601444282156,0.01933264035926272,-0.8340076546563028,0.12459780530450665
1701.09,0.4071479318551923,-1.4221819610499244,-0.9035221756698413,-1.5700000000125471,-0.407147931849035,7.205907705478245e-15,0.39190023070402846,0.14228224936771283,0.6415182166045403,1.3273013330789007e-11,-0.3919002307097511,4.9410128766247396e-14,-0.17978212279799985,0.003548221136990722,0.16303465790482313,0.04542863710434994,-0.827978768202726,0.11339611019878297
1701.14,0.4267379613335836,-1.415069657353756,-0.8714544202409273,-1.5700000000118999,-0.4267379613277039,9.66603903373134e-15,0.39174501261495426,0.1422258963038652,0.6412641316242734,1.3686088395394036e-11,-0.39174501262082245,4.155421666485193e-14,-0.18512289158327744,-0.006689107838902621,0.15395933899037428,0.07190722118288699,-0.8240648649228012,0.10302574198648352
1701.19,0.44632227010960474,-1.4079594306004692,-0.8393960293426286,-1.570000000011234,-0.44632227010401,1.1747449761097653e-14,0.3916533578855369,0.1421926203833748,0.6411140969846479,1.4098375245019668e-11,-0.39165335789153227,3.825807943017012e-14,-0.189297069122032,-0.01708116707284823,0.14422590358545334,0.09845446280743705,-0.8174057708840993,0.09284219788225713
1701.24,0.4658714876511263,-1.400861943976891,-0.8073950808242075,-1.5700000000105572,-0.465871487645818,1.2247552216205054e-14,0.39195160576166077,0.14230090145988622,0.6416023110108664,1.4569631200285482e-11,-0.3919516057678131,5.401706642746418e-14,-0.19237026735267848,-0.0275066218828152,0.1340159724536558,0.12486791569358954,-0.8085174966070555,0.08299626720333066
1701.29,0.4854634106035029,-1.3937489528410627,-0.7753242260202308,-1.5700000000098504,-0.4854634105984919,1.4909399358649086e-14,0.39177534907271333,0.14223691017834988,0.6413137885315019,1.4896255995204555e-11,-0.3917753490789502,4.4135702037539914e-14,-0.19551673219744234,-0.03811137547703038,0.12414205655093957,0.1519288596240261,-0.8023028695299478,0.07398311128326887
1701.34,0.5050488374569776,-1.386638320161502,-0.7432640049718883,-1.5700000000091283,-0.5050488374522669,1.7103522388614286e-14,0.39167127126044804,0.14219912396674858,0.6411434188931812,1.5210282360879346e-11,-0.39167127126676204,3.974452060864775e-14,-0.19734211516509245,-0.048645651616048946,0.11366074229853042,0.17868185856374103,-0.7929232631444102,0.0652229678647702
1701.39,0.5207143302854793,-1.3809508482426371,-0.7176204912231403,-1.5700000000085403,-0.520714330281012,1.8689557673925018e-14,0.3916196607248123,0.14218038638418606,0.6410589352933482,1.545254419213493e-11,-0.39161966073118665,3.8220078144024505e-14,-0.19841130520667033,-0.05913394592785224,0.10299730360487758,0.20542632101288347,-0.7827691417420157,0.056981044135883376
1701.44,0.5442097543514095,-1.3724206624348727,-0.6791598288891618,-1.5700000000076426,-0.5442097543473108,2.0934539109918458e-14,0.39157352466382106,0.14216363635001175,0.6409834131072935,1.5789752643401156e-11,-0.39157352467026474,3.7217841655778905e-14,-0.19871649066105812,-0.0695308688396767,0.09216176440837776,0.23211779576269823,-0.7717898317792963,0.04926152774357988
